id,TEMPERATURE_C,HUMIDITY_percentage,ALTITUDE_m,PRESSURE_hPa,PM10,PM25,PM100,P03um_perdecilitre,P05um_perdecilitre,P10um_perdecilitre,P25um_perdecilitre,P50um_perdecilitre,P100um_perdecilitre,CO2_ppm,TVOC_ppb,AIR_QUALITY_ppm,GAS_RESISTANCE_KOhms,TIME
466,23.91,63.61,215.18,98767.00,7.00,9.00,12.00,1302.00,381.00,38.00,8.00,2.00,2.00,427.00,4.00,1167.00,34990.00,"2022-04-29 23:11:24"
467,23.90,63.36,215.18,98767.00,7.00,8.00,10.00,1299.00,398.00,33.00,4.00,0.00,0.00,400.00,0.00,1171.00,36785.00,"2022-04-29 23:11:52"
468,23.87,63.48,215.18,98767.00,6.00,7.00,7.00,1053.00,323.00,25.00,0.00,0.00,0.00,424.00,3.00,1172.00,37650.00,"2022-04-29 23:12:19"
469,23.93,63.58,215.10,98768.00,8.00,8.00,11.00,1290.00,397.00,36.00,6.00,2.00,0.00,422.00,3.00,1182.00,37821.00,"2022-04-29 23:12:46"
470,23.98,62.99,215.10,98768.00,7.00,9.00,10.00,1200.00,383.00,31.00,2.00,2.00,0.00,436.00,5.00,1157.00,38415.00,"2022-04-29 23:13:13"
471,23.97,63.16,215.01,98769.00,7.00,8.00,10.00,1164.00,367.00,17.00,4.00,4.00,0.00,423.00,3.00,1135.00,38344.00,"2022-04-29 23:13:40"
472,23.93,63.27,215.01,98769.00,8.00,10.00,14.00,1362.00,418.00,57.00,6.00,4.00,2.00,407.00,1.00,1155.00,38701.00,"2022-04-29 23:14:07"
473,23.90,63.35,215.10,98768.00,8.00,11.00,14.00,1446.00,463.00,60.00,4.00,4.00,0.00,405.00,0.00,1123.00,38918.00,"2022-04-29 23:14:34"
474,23.87,62.74,215.01,98769.00,7.00,8.00,9.00,1107.00,340.00,26.00,2.00,0.00,0.00,427.00,4.00,1147.00,39397.00,"2022-04-29 23:15:01"
475,23.82,62.59,215.18,98767.00,5.00,5.00,7.00,969.00,293.00,18.00,2.00,2.00,2.00,433.00,5.00,1165.00,39965.00,"2022-04-29 23:15:28"
476,23.80,61.69,215.18,98767.00,8.00,11.00,15.00,1326.00,413.00,54.00,6.00,6.00,0.00,418.00,2.00,1168.00,40510.00,"2022-04-29 23:15:56"
477,23.83,63.14,215.10,98768.00,5.00,6.00,7.00,981.00,308.00,27.00,4.00,0.00,0.00,408.00,1.00,1141.00,40510.00,"2022-04-29 23:16:23"
478,23.91,63.07,215.10,98768.00,6.00,7.00,10.00,1167.00,365.00,22.00,6.00,4.00,0.00,418.00,2.00,1158.00,39850.00,"2022-04-29 23:16:50"
479,24.03,63.26,215.18,98767.00,7.00,7.00,7.00,1230.00,368.00,19.00,0.00,0.00,0.00,414.00,2.00,1164.00,39212.00,"2022-04-29 23:17:17"
480,24.07,62.80,215.27,98766.00,6.00,7.00,9.00,1110.00,338.00,16.00,4.00,4.00,0.00,414.00,2.00,1167.00,39028.00,"2022-04-29 23:18:12"
481,24.10,62.95,215.27,98766.00,4.00,6.00,13.00,1017.00,311.00,35.00,14.00,6.00,0.00,400.00,0.00,1173.00,38918.00,"2022-04-29 23:18:39"
482,24.05,61.73,215.44,98764.00,7.00,9.00,13.00,1245.00,383.00,53.00,6.00,4.00,0.00,422.00,3.00,1136.00,40081.00,"2022-04-29 23:19:06"
483,24.00,61.96,215.44,98764.00,7.00,12.00,14.00,1146.00,377.00,46.00,14.00,2.00,0.00,407.00,1.00,1151.00,40003.00,"2022-04-29 23:19:33"
484,23.99,61.96,215.52,98763.00,7.00,7.00,9.00,1320.00,387.00,21.00,4.00,2.00,0.00,427.00,4.00,1136.00,39965.00,"2022-04-29 23:20:00"
485,24.02,62.51,215.61,98762.00,6.00,8.00,11.00,1089.00,338.00,43.00,6.00,2.00,0.00,418.00,2.00,1155.00,40003.00,"2022-04-29 23:20:27"
486,24.03,62.56,215.61,98762.00,7.00,12.00,14.00,1389.00,433.00,76.00,7.00,4.00,0.00,423.00,3.00,1138.00,39585.00,"2022-04-29 23:20:54"
487,23.96,61.51,215.61,98762.00,7.00,8.00,12.00,1164.00,367.00,39.00,7.00,5.00,2.00,421.00,3.00,1152.00,40629.00,"2022-04-29 23:21:21"
488,23.92,61.78,215.61,98762.00,5.00,6.00,6.00,963.00,298.00,24.00,2.00,0.00,0.00,413.00,1.00,1155.00,40868.00,"2022-04-29 23:21:49"
489,23.90,61.70,215.61,98762.00,5.00,5.00,6.00,1005.00,303.00,17.00,2.00,0.00,0.00,421.00,3.00,1149.00,41314.00,"2022-04-29 23:22:16"
490,23.92,62.79,215.52,98763.00,6.00,6.00,8.00,1038.00,324.00,19.00,2.00,2.00,0.00,423.00,3.00,1166.00,40392.00,"2022-04-29 23:22:43"
491,23.91,62.65,215.44,98764.00,7.00,8.00,8.00,1272.00,393.00,17.00,0.00,0.00,0.00,400.00,0.00,1156.00,40470.00,"2022-04-29 23:23:10"
492,23.95,63.40,215.44,98764.00,6.00,7.00,7.00,1098.00,345.00,26.00,0.00,0.00,0.00,400.00,0.00,1148.00,39698.00,"2022-04-29 23:23:37"
493,23.96,63.40,215.52,98763.00,8.00,10.00,12.00,1323.00,422.00,57.00,2.00,2.00,0.00,400.00,0.00,1159.00,39736.00,"2022-04-29 23:24:04"
494,24.00,63.69,215.52,98763.00,5.00,7.00,10.00,1134.00,340.00,36.00,4.00,4.00,0.00,400.00,0.00,1161.00,39286.00,"2022-04-29 23:24:31"
495,24.06,63.55,215.69,98761.00,6.00,8.00,10.00,1140.00,353.00,38.00,4.00,2.00,0.00,405.00,0.00,1163.00,39138.00,"2022-04-29 23:24:58"
496,24.12,63.70,215.61,98762.00,3.00,5.00,7.00,921.00,285.00,29.00,4.00,2.00,0.00,405.00,0.00,1168.00,39064.00,"2022-04-29 23:25:25"
497,24.16,63.43,215.69,98761.00,7.00,8.00,8.00,1170.00,371.00,35.00,0.00,0.00,0.00,421.00,3.00,1187.00,39101.00,"2022-04-29 23:25:52"
498,24.23,63.31,215.78,98760.00,4.00,5.00,5.00,912.00,279.00,13.00,0.00,0.00,0.00,418.00,2.00,1194.00,39101.00,"2022-04-29 23:26:20"
499,24.32,62.90,216.03,98757.00,9.00,13.00,14.00,1416.00,451.00,72.00,6.00,2.00,0.00,414.00,2.00,1197.00,38918.00,"2022-04-29 23:26:47"
500,24.37,62.83,216.20,98755.00,7.00,8.00,9.00,1140.00,350.00,26.00,2.00,2.00,0.00,413.00,1.00,1198.00,38486.00,"2022-04-29 23:27:14"
501,24.40,63.07,216.03,98757.00,7.00,9.00,10.00,1080.00,328.00,58.00,2.00,2.00,0.00,423.00,3.00,1199.00,38380.00,"2022-04-29 23:27:41"
502,24.41,63.03,215.95,98758.00,7.00,9.00,12.00,1245.00,378.00,33.00,8.00,2.00,0.00,400.00,0.00,1173.00,38451.00,"2022-04-29 23:28:08"
503,24.45,62.89,216.03,98757.00,4.00,4.00,6.00,912.00,275.00,20.00,4.00,2.00,0.00,409.00,1.00,1170.00,37925.00,"2022-04-29 23:28:35"
504,24.45,63.29,216.20,98755.00,7.00,11.00,13.00,1227.00,386.00,56.00,9.00,2.00,0.00,400.00,0.00,1155.00,37548.00,"2022-04-29 23:29:03"
505,24.36,63.73,216.54,98751.00,7.00,9.00,9.00,1323.00,418.00,24.00,2.00,0.00,0.00,410.00,1.00,1157.00,37346.00,"2022-04-29 23:29:30"
506,24.24,64.02,216.71,98749.00,5.00,6.00,7.00,987.00,309.00,18.00,2.00,2.00,0.00,407.00,1.00,1136.00,37346.00,"2022-04-29 23:29:58"
507,24.15,63.78,216.97,98746.00,5.00,6.00,7.00,867.00,283.00,28.00,2.00,2.00,0.00,417.00,2.00,1152.00,37684.00,"2022-04-29 23:30:25"
508,24.09,63.94,217.05,98745.00,6.00,7.00,10.00,951.00,291.00,52.00,4.00,4.00,0.00,400.00,0.00,1168.00,37821.00,"2022-04-29 23:30:52"
509,24.06,63.75,216.88,98747.00,4.00,6.00,8.00,942.00,291.00,34.00,2.00,2.00,0.00,400.00,0.00,1159.00,38133.00,"2022-04-29 23:31:19"
510,24.03,63.78,216.88,98747.00,5.00,5.00,9.00,999.00,298.00,22.00,6.00,6.00,0.00,409.00,1.00,1132.00,38133.00,"2022-04-29 23:31:47"
511,24.06,64.11,216.97,98746.00,6.00,6.00,8.00,1065.00,320.00,29.00,2.00,2.00,0.00,409.00,1.00,1159.00,37994.00,"2022-04-29 23:32:14"
512,24.04,63.78,216.71,98749.00,7.00,12.00,15.00,1320.00,410.00,76.00,11.00,4.00,0.00,400.00,0.00,1127.00,38029.00,"2022-04-29 23:32:46"
513,24.05,63.93,216.71,98749.00,5.00,6.00,9.00,1005.00,307.00,36.00,6.00,2.00,0.00,405.00,0.00,1159.00,38203.00,"2022-04-29 23:33:08"
514,24.07,64.21,216.54,98751.00,5.00,6.00,12.00,1056.00,327.00,42.00,10.00,4.00,2.00,405.00,0.00,1168.00,38203.00,"2022-04-29 23:33:35"
515,24.06,63.63,216.46,98752.00,7.00,7.00,7.00,1155.00,360.00,33.00,0.00,0.00,0.00,407.00,1.00,1159.00,38203.00,"2022-04-29 23:34:02"
516,24.05,63.94,216.37,98753.00,5.00,7.00,7.00,1068.00,329.00,31.00,0.00,0.00,0.00,428.00,4.00,1170.00,38098.00,"2022-04-29 23:34:29"
517,24.03,64.07,216.37,98753.00,5.00,5.00,9.00,1008.00,317.00,20.00,4.00,4.00,2.00,418.00,2.00,1169.00,38098.00,"2022-04-29 23:34:56"
518,24.05,64.48,216.63,98750.00,6.00,7.00,7.00,1035.00,322.00,25.00,0.00,0.00,0.00,423.00,3.00,1155.00,37856.00,"2022-04-29 23:35:24"
519,24.05,64.47,216.88,98747.00,5.00,6.00,6.00,975.00,305.00,24.00,0.00,0.00,0.00,418.00,2.00,1173.00,37821.00,"2022-04-29 23:35:51"
520,24.03,64.41,216.88,98747.00,7.00,8.00,8.00,1095.00,340.00,33.00,0.00,0.00,0.00,427.00,4.00,1147.00,38168.00,"2022-04-29 23:36:18"
521,24.01,64.35,216.63,98750.00,6.00,7.00,8.00,1035.00,325.00,14.00,2.00,2.00,0.00,423.00,3.00,1162.00,38168.00,"2022-04-29 23:36:45"
522,24.05,64.77,216.63,98750.00,6.00,7.00,10.00,1080.00,328.00,31.00,4.00,4.00,0.00,424.00,3.00,1157.00,37753.00,"2022-04-29 23:37:12"
523,24.14,64.71,216.63,98750.00,4.00,4.00,7.00,861.00,260.00,13.00,4.00,4.00,0.00,400.00,0.00,1168.00,37753.00,"2022-04-29 23:37:39"
524,24.24,64.56,216.54,98751.00,7.00,8.00,9.00,1131.00,347.00,34.00,2.00,0.00,0.00,400.00,0.00,1154.00,37246.00,"2022-04-29 23:38:06"
525,24.23,64.69,216.46,98752.00,4.00,6.00,9.00,936.00,292.00,32.00,4.00,4.00,0.00,400.00,0.00,1169.00,37413.00,"2022-04-29 23:38:33"
526,24.14,64.93,216.29,98754.00,8.00,10.00,14.00,1272.00,398.00,45.00,7.00,4.00,0.00,405.00,0.00,1179.00,37014.00,"2022-04-29 23:39:01"
527,24.11,65.16,216.29,98754.00,4.00,4.00,4.00,846.00,249.00,6.00,0.00,0.00,0.00,409.00,1.00,1168.00,36948.00,"2022-04-29 23:39:28"
528,24.07,64.82,216.12,98756.00,6.00,7.00,8.00,1086.00,336.00,29.00,2.00,2.00,0.00,427.00,4.00,1182.00,37313.00,"2022-04-29 23:39:55"
529,24.03,65.15,215.86,98759.00,6.00,13.00,21.00,1221.00,376.00,78.00,29.00,12.00,0.00,400.00,0.00,1164.00,36948.00,"2022-04-29 23:40:22"
530,24.00,65.24,215.86,98759.00,5.00,7.00,7.00,981.00,303.00,26.00,0.00,0.00,0.00,409.00,1.00,1166.00,37548.00,"2022-04-29 23:40:49"
531,24.02,65.17,215.78,98760.00,6.00,8.00,12.00,1170.00,363.00,34.00,7.00,7.00,0.00,405.00,0.00,1169.00,37346.00,"2022-04-29 23:41:16"
532,24.09,65.30,215.78,98760.00,6.00,9.00,12.00,1101.00,342.00,41.00,8.00,2.00,0.00,402.00,0.00,1146.00,37279.00,"2022-04-29 23:41:43"
533,24.16,65.24,215.86,98759.00,4.00,5.00,9.00,879.00,258.00,36.00,8.00,4.00,2.00,400.00,0.00,1174.00,37447.00,"2022-04-29 23:42:11"
534,24.27,65.03,215.86,98759.00,6.00,7.00,7.00,1101.00,344.00,19.00,0.00,0.00,0.00,400.00,0.00,1151.00,36883.00,"2022-04-29 23:42:38"
535,24.32,65.02,215.86,98759.00,5.00,6.00,7.00,855.00,264.00,23.00,2.00,0.00,0.00,400.00,0.00,1173.00,36430.00,"2022-04-29 23:43:05"
536,24.32,65.09,216.03,98757.00,5.00,10.00,11.00,1044.00,333.00,57.00,9.00,2.00,0.00,402.00,0.00,1183.00,36526.00,"2022-04-29 23:43:32"
537,24.28,65.06,216.03,98757.00,4.00,5.00,7.00,909.00,270.00,32.00,4.00,4.00,0.00,420.00,3.00,1184.00,36720.00,"2022-04-29 23:43:59"
538,24.26,65.34,216.03,98757.00,7.00,8.00,10.00,1221.00,388.00,28.00,2.00,2.00,0.00,415.00,2.00,1181.00,36655.00,"2022-04-29 23:44:26"
539,24.24,65.28,216.03,98757.00,6.00,7.00,8.00,1092.00,337.00,33.00,2.00,2.00,0.00,424.00,3.00,1183.00,36558.00,"2022-04-29 23:44:53"
540,24.23,65.19,215.95,98758.00,5.00,6.00,9.00,1041.00,311.00,29.00,6.00,4.00,0.00,424.00,3.00,1199.00,36526.00,"2022-04-29 23:45:20"
541,24.28,65.24,215.95,98758.00,7.00,8.00,12.00,1206.00,374.00,34.00,6.00,4.00,2.00,425.00,3.00,1202.00,36367.00,"2022-04-29 23:45:47"
542,24.27,65.03,215.95,98758.00,7.00,9.00,11.00,1068.00,334.00,51.00,4.00,2.00,0.00,405.00,0.00,1198.00,36494.00,"2022-04-29 23:46:15"
543,24.21,64.96,215.86,98759.00,8.00,8.00,10.00,1272.00,385.00,24.00,4.00,2.00,0.00,410.00,1.00,1200.00,36687.00,"2022-04-29 23:46:42"
544,24.22,65.33,215.86,98759.00,6.00,7.00,8.00,1005.00,311.00,28.00,4.00,0.00,0.00,414.00,2.00,1196.00,36430.00,"2022-04-29 23:47:09"
545,24.22,65.28,215.95,98758.00,4.00,5.00,8.00,813.00,257.00,27.00,8.00,2.00,0.00,428.00,4.00,1184.00,36494.00,"2022-04-29 23:47:36"
546,24.22,65.30,216.03,98757.00,6.00,6.00,7.00,1038.00,330.00,6.00,2.00,0.00,0.00,415.00,2.00,1200.00,36430.00,"2022-04-29 23:48:03"
547,24.23,65.31,215.95,98758.00,4.00,5.00,9.00,843.00,276.00,20.00,8.00,6.00,0.00,420.00,3.00,1189.00,36177.00,"2022-04-29 23:48:30"
548,24.26,65.45,215.78,98760.00,4.00,5.00,9.00,975.00,298.00,11.00,7.00,4.00,2.00,415.00,2.00,1179.00,36083.00,"2022-04-29 23:48:57"
549,24.25,65.63,215.78,98760.00,5.00,6.00,11.00,1059.00,320.00,23.00,7.00,7.00,2.00,405.00,0.00,1193.00,35865.00,"2022-04-29 23:49:24"
550,24.21,65.47,215.69,98761.00,3.00,4.00,7.00,804.00,249.00,23.00,7.00,4.00,0.00,400.00,0.00,1182.00,35989.00,"2022-04-29 23:49:51"
551,24.20,65.29,215.61,98762.00,6.00,7.00,9.00,1035.00,314.00,33.00,4.00,2.00,0.00,405.00,0.00,1181.00,36052.00,"2022-04-29 23:50:19"
552,24.26,65.39,215.69,98761.00,5.00,6.00,10.00,957.00,286.00,31.00,6.00,4.00,2.00,400.00,0.00,1202.00,35927.00,"2022-04-29 23:50:46"
553,24.30,65.52,215.86,98759.00,5.00,6.00,6.00,918.00,286.00,31.00,0.00,0.00,0.00,452.00,7.00,1293.00,35803.00,"2022-04-29 23:51:13"
554,24.36,65.41,215.95,98758.00,6.00,7.00,8.00,1053.00,325.00,29.00,2.00,2.00,0.00,482.00,12.00,1416.00,35377.00,"2022-04-29 23:51:40"
555,24.43,65.08,216.03,98757.00,4.00,6.00,8.00,936.00,283.00,30.00,4.00,2.00,0.00,501.00,15.00,1411.00,35559.00,"2022-04-29 23:52:07"
556,24.45,65.21,216.12,98756.00,5.00,6.00,6.00,1014.00,315.00,31.00,0.00,0.00,0.00,400.00,0.00,1361.00,35138.00,"2022-04-29 23:52:34"
557,24.46,65.15,216.20,98755.00,5.00,5.00,10.00,957.00,303.00,26.00,9.00,5.00,0.00,551.00,23.00,1488.00,35227.00,"2022-04-29 23:53:01"
558,24.51,64.99,216.12,98756.00,5.00,6.00,6.00,1044.00,326.00,22.00,0.00,0.00,0.00,508.00,16.00,1512.00,35317.00,"2022-04-29 23:53:29"
559,24.56,64.90,216.03,98757.00,5.00,7.00,7.00,894.00,274.00,33.00,0.00,0.00,0.00,501.00,15.00,1389.00,34815.00,"2022-04-29 23:53:56"
560,24.53,65.37,215.95,98758.00,6.00,12.00,16.00,1077.00,335.00,72.00,21.00,4.00,0.00,505.00,15.00,1457.00,34699.00,"2022-04-29 23:54:23"
561,24.61,64.85,216.29,98754.00,6.00,6.00,9.00,912.00,291.00,22.00,4.00,2.00,2.00,501.00,15.00,1325.00,33363.00,"2022-04-29 23:55:23"
562,24.65,64.75,216.20,98755.00,6.00,9.00,16.00,1071.00,325.00,67.00,11.00,9.00,2.00,481.00,12.00,1347.00,33962.00,"2022-04-29 23:55:50"
563,24.68,64.72,216.20,98755.00,6.00,7.00,8.00,1008.00,305.00,20.00,2.00,2.00,0.00,501.00,15.00,1328.00,34185.00,"2022-04-29 23:56:17"
564,24.68,64.86,216.12,98756.00,5.00,5.00,8.00,915.00,282.00,27.00,4.00,4.00,0.00,493.00,14.00,1311.00,34213.00,"2022-04-29 23:56:45"
565,24.72,64.65,216.12,98756.00,5.00,5.00,6.00,921.00,277.00,19.00,2.00,2.00,0.00,518.00,17.00,1459.00,34157.00,"2022-04-29 23:57:12"
566,24.76,64.42,216.12,98756.00,4.00,5.00,6.00,852.00,261.00,35.00,2.00,2.00,0.00,540.00,21.00,1465.00,34440.00,"2022-04-29 23:57:39"
567,24.79,64.26,216.20,98755.00,4.00,5.00,5.00,819.00,262.00,15.00,2.00,0.00,0.00,476.00,11.00,1424.00,34411.00,"2022-04-29 23:58:06"
568,24.82,64.17,216.20,98755.00,6.00,7.00,8.00,1071.00,345.00,30.00,2.00,2.00,0.00,462.00,9.00,1374.00,34583.00,"2022-04-29 23:58:33"
569,24.80,64.22,216.29,98754.00,4.00,5.00,5.00,1020.00,297.00,24.00,2.00,0.00,0.00,476.00,11.00,1440.00,34583.00,"2022-04-29 23:59:00"
570,24.75,64.44,216.29,98754.00,4.00,6.00,8.00,849.00,268.00,41.00,4.00,4.00,0.00,470.00,10.00,1431.00,34469.00,"2022-04-29 23:59:27"
571,24.76,64.24,216.37,98753.00,2.00,2.00,2.00,654.00,192.00,5.00,0.00,0.00,0.00,457.00,8.00,1334.00,34469.00,"2022-04-29 23:59:55"
572,24.80,64.45,216.29,98754.00,3.00,3.00,6.00,780.00,235.00,9.00,4.00,2.00,2.00,462.00,9.00,1323.00,34298.00,"2022-04-30 00:00:22"
573,24.78,64.61,216.37,98753.00,4.00,6.00,10.00,1035.00,320.00,30.00,6.00,4.00,4.00,400.00,0.00,1318.00,33336.00,"2022-04-30 00:00:51"
574,24.80,64.40,216.46,98752.00,5.00,6.00,7.00,891.00,279.00,28.00,2.00,0.00,0.00,405.00,0.00,1418.00,34045.00,"2022-04-30 00:01:18"
575,24.84,64.21,216.37,98753.00,6.00,7.00,11.00,915.00,295.00,33.00,6.00,4.00,2.00,466.00,10.00,1421.00,34298.00,"2022-04-30 00:01:45"
576,24.81,64.50,216.37,98753.00,4.00,5.00,5.00,750.00,224.00,12.00,0.00,0.00,0.00,515.00,17.00,1413.00,33851.00,"2022-04-30 00:02:12"
577,24.79,64.72,216.37,98753.00,5.00,8.00,8.00,1062.00,338.00,35.00,2.00,0.00,0.00,501.00,15.00,1438.00,34045.00,"2022-04-30 00:02:39"
578,24.79,64.64,216.29,98754.00,5.00,5.00,8.00,930.00,290.00,18.00,6.00,4.00,0.00,486.00,13.00,1383.00,34018.00,"2022-04-30 00:03:06"
579,24.83,64.41,216.20,98755.00,6.00,6.00,6.00,1008.00,313.00,25.00,0.00,0.00,0.00,476.00,11.00,1313.00,34270.00,"2022-04-30 00:03:34"
580,24.84,64.36,216.37,98753.00,2.00,4.00,6.00,711.00,210.00,26.00,2.00,2.00,2.00,476.00,11.00,1296.00,34045.00,"2022-04-30 00:04:00"
581,24.88,64.30,216.46,98752.00,4.00,5.00,8.00,816.00,241.00,18.00,4.00,4.00,2.00,488.00,13.00,1390.00,33256.00,"2022-04-30 00:04:49"
582,24.91,64.19,216.54,98751.00,5.00,8.00,10.00,1038.00,315.00,38.00,6.00,4.00,0.00,477.00,11.00,1421.00,33416.00,"2022-04-30 00:05:23"
583,24.94,64.12,216.46,98752.00,4.00,6.00,7.00,876.00,272.00,27.00,4.00,2.00,0.00,478.00,11.00,1404.00,33497.00,"2022-04-30 00:05:50"
584,24.93,64.04,216.63,98750.00,5.00,7.00,11.00,927.00,278.00,33.00,6.00,6.00,0.00,477.00,11.00,1334.00,33578.00,"2022-04-30 00:06:17"
585,24.95,64.01,216.54,98751.00,5.00,6.00,8.00,906.00,283.00,22.00,2.00,2.00,0.00,473.00,11.00,1328.00,33524.00,"2022-04-30 00:06:44"
586,24.97,63.90,216.46,98752.00,6.00,7.00,7.00,1059.00,332.00,23.00,2.00,0.00,0.00,477.00,11.00,1306.00,33714.00,"2022-04-30 00:07:11"
587,25.00,64.00,216.37,98753.00,6.00,7.00,8.00,1080.00,341.00,31.00,2.00,2.00,0.00,470.00,10.00,1331.00,33551.00,"2022-04-30 00:07:38"
588,24.97,63.97,216.46,98752.00,5.00,6.00,8.00,891.00,282.00,15.00,6.00,2.00,0.00,466.00,10.00,1343.00,33578.00,"2022-04-30 00:08:06"
589,24.98,63.98,216.63,98750.00,4.00,5.00,8.00,894.00,287.00,27.00,4.00,2.00,0.00,406.00,0.00,1328.00,33824.00,"2022-04-30 00:08:33"
590,25.00,63.86,216.63,98750.00,7.00,12.00,13.00,1332.00,409.00,69.00,7.00,2.00,2.00,400.00,0.00,1436.00,33605.00,"2022-04-30 00:09:00"
591,24.98,63.88,216.71,98749.00,4.00,4.00,7.00,855.00,264.00,15.00,5.00,2.00,0.00,481.00,12.00,1318.00,33633.00,"2022-04-30 00:09:27"
592,24.98,64.04,216.71,98749.00,5.00,6.00,7.00,927.00,292.00,33.00,2.00,2.00,0.00,460.00,9.00,1333.00,33497.00,"2022-04-30 00:09:54"
593,24.98,64.02,216.80,98748.00,2.00,5.00,5.00,762.00,241.00,32.00,2.00,0.00,0.00,417.00,2.00,1325.00,33687.00,"2022-04-30 00:10:21"
594,24.99,63.91,216.88,98747.00,7.00,7.00,10.00,1110.00,344.00,27.00,6.00,4.00,0.00,400.00,0.00,1314.00,33687.00,"2022-04-30 00:10:48"
595,24.99,63.84,216.97,98746.00,3.00,4.00,6.00,819.00,241.00,23.00,4.00,0.00,0.00,436.00,5.00,1313.00,33851.00,"2022-04-30 00:11:15"
596,24.99,64.16,216.80,98748.00,5.00,6.00,7.00,1005.00,313.00,16.00,2.00,0.00,0.00,460.00,9.00,1330.00,28972.00,"2022-04-30 00:12:32"
597,24.99,63.84,216.63,98750.00,4.00,5.00,10.00,822.00,252.00,29.00,9.00,4.00,2.00,460.00,9.00,1313.00,30978.00,"2022-04-30 00:12:59"
598,25.00,63.83,216.54,98751.00,5.00,5.00,5.00,873.00,274.00,20.00,0.00,0.00,0.00,461.00,9.00,1322.00,32052.00,"2022-04-30 00:13:26"
599,24.99,63.99,216.63,98750.00,3.00,4.00,5.00,801.00,253.00,28.00,2.00,0.00,0.00,488.00,13.00,1420.00,32759.00,"2022-04-30 00:13:54"
600,24.93,64.37,216.88,98747.00,5.00,6.00,6.00,978.00,297.00,28.00,0.00,0.00,0.00,454.00,8.00,1319.00,32784.00,"2022-04-30 00:14:21"
601,24.85,64.47,217.05,98745.00,5.00,6.00,13.00,819.00,269.00,25.00,12.00,9.00,2.00,454.00,8.00,1314.00,32992.00,"2022-04-30 00:14:48"
602,24.85,64.41,217.14,98744.00,4.00,6.00,8.00,816.00,251.00,36.00,4.00,2.00,2.00,461.00,9.00,1343.00,33497.00,"2022-04-30 00:15:15"
603,24.86,64.38,217.14,98744.00,6.00,6.00,6.00,951.00,297.00,9.00,0.00,0.00,0.00,466.00,10.00,1319.00,33416.00,"2022-04-30 00:15:42"
604,24.88,64.32,217.05,98745.00,4.00,6.00,6.00,834.00,245.00,19.00,4.00,0.00,0.00,413.00,1.00,1323.00,33551.00,"2022-04-30 00:16:09"
605,24.86,64.33,216.88,98747.00,5.00,7.00,9.00,1023.00,308.00,39.00,2.00,2.00,2.00,400.00,0.00,1289.00,33443.00,"2022-04-30 00:16:36"
606,24.86,64.21,216.80,98748.00,5.00,6.00,6.00,822.00,244.00,24.00,0.00,0.00,0.00,400.00,0.00,1319.00,33660.00,"2022-04-30 00:17:03"
607,24.87,64.38,216.88,98747.00,4.00,7.00,10.00,924.00,273.00,33.00,4.00,4.00,2.00,427.00,4.00,1313.00,33551.00,"2022-04-30 00:17:30"
608,24.88,64.25,217.14,98744.00,3.00,4.00,8.00,786.00,240.00,18.00,8.00,6.00,0.00,406.00,0.00,1314.00,33714.00,"2022-04-30 00:17:58"
609,24.90,64.13,217.22,98743.00,5.00,6.00,6.00,891.00,267.00,36.00,2.00,0.00,0.00,400.00,0.00,1291.00,33633.00,"2022-04-30 00:18:25"
610,24.89,64.30,217.14,98744.00,5.00,6.00,7.00,948.00,285.00,23.00,2.00,2.00,2.00,410.00,1.00,1289.00,33687.00,"2022-04-30 00:18:52"
611,24.82,64.56,217.05,98745.00,3.00,4.00,5.00,780.00,241.00,11.00,2.00,2.00,0.00,423.00,3.00,1324.00,33851.00,"2022-04-30 00:19:19"
612,24.79,64.77,216.97,98746.00,4.00,4.00,7.00,807.00,255.00,20.00,4.00,2.00,2.00,428.00,4.00,1333.00,33578.00,"2022-04-30 00:19:46"
613,24.77,64.79,217.05,98745.00,4.00,5.00,7.00,852.00,266.00,29.00,5.00,2.00,0.00,400.00,0.00,1296.00,33687.00,"2022-04-30 00:20:13"
614,24.82,64.51,217.14,98744.00,6.00,8.00,12.00,1020.00,305.00,28.00,9.00,4.00,0.00,400.00,0.00,1314.00,33879.00,"2022-04-30 00:20:40"
615,24.88,64.39,217.14,98744.00,4.00,5.00,7.00,933.00,270.00,20.00,4.00,4.00,0.00,405.00,0.00,1311.00,33824.00,"2022-04-30 00:21:07"
616,24.88,64.33,217.31,98742.00,5.00,5.00,7.00,876.00,272.00,18.00,2.00,2.00,2.00,443.00,6.00,1422.00,33633.00,"2022-04-30 00:21:34"
617,24.89,64.55,217.14,98744.00,6.00,7.00,7.00,1044.00,330.00,18.00,2.00,0.00,0.00,411.00,1.00,1334.00,33824.00,"2022-04-30 00:22:02"
618,24.91,64.38,217.14,98744.00,3.00,3.00,5.00,699.00,214.00,20.00,2.00,2.00,0.00,400.00,0.00,1421.00,33605.00,"2022-04-30 00:22:29"
619,24.91,64.47,217.05,98745.00,4.00,5.00,5.00,753.00,235.00,18.00,0.00,0.00,0.00,400.00,0.00,1412.00,33578.00,"2022-04-30 00:22:56"
620,24.93,64.40,217.05,98745.00,5.00,5.00,6.00,822.00,248.00,12.00,2.00,2.00,0.00,476.00,11.00,1388.00,33796.00,"2022-04-30 00:23:23"
621,24.95,64.25,217.14,98744.00,4.00,5.00,7.00,750.00,241.00,20.00,5.00,0.00,0.00,460.00,9.00,1403.00,33851.00,"2022-04-30 00:23:50"
